There were 22762 Peaks found from m/z=   168.97    to m/z=   914.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE ION MODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise threshold: 0.011372        Peak threshold: 0.016245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration parameters: A = 144218504.692816 , B = -434117778.324974 and Trap Plate Voltage = -1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center of Mass for the Assigned Window is   497.6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 There were ,11328 odd peaks, and ,11434 even peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula,,,,,,,,,,,,,,,,,
7718,207.15918,0.0693,1929689.14,206.9279,207,0,-3,72,1168,0,,,No Hit,,,,,,,,,,,,,,,,,
7719,777.65405,0.0693,728200.01,776.7858,777,0,-7,214,1169,0,,,No Hit,,,,,,,,,,,,,,,,,
7720,885.11888,0.0693,92513.69,884.1307,885,0,-12,-131,1170,40,,N2 O6 S3 ,,C,53,H,29,N,2,O,6,S,3,,,,,,,
7721,462.81562,0.0693,466462.28,462.2989,463,0,-14,-299,1171,0,,,No Hit,,,,,,,,,,,,,,,,,
7722,461.01741,0.0693,833518.58,460.5027,461,0,-1,497,1172,0,,,No Hit,,,,,,,,,,,,,,,,,
7723,377.13832,0.0693,1039655.9,376.7173,377,0,-1,283,1173,0,,,No Hit,,,,,,,,,,,,,,,,,
7724,885.76647,0.0692,678967.43,884.7776,885,0,-11,222,1174,6,,N2 O6 ,,C,55,H,101,N,2,O,6,,,,,,,,,
7725,367.1398,0.0418,913820.75,366.7299,367,0,-11,270,1175,0,,,No Hit,,,,,,,,,,,,,,,,,
7726,465.24934,0.0692,769771.82,464.7299,465,0,-11,270,1175,0,,,No Hit,,,,,,,,,,,,,,,,,
7727,573.05586,0.0691,615781.98,572.4161,573,0,-2,-416,1176,39,,O3 ,*, C,43,H,9,,,O,3,,,,,,,,,
7728,463.03649,0.069,441227.67,462.5195,463,0,-13,480,1177,27,,N2 O5 ,*, C,29,H,7,N,2,O,5,,,,,,,,,
7729,462.84126,0.069,758093.34,462.3245,463,0,-14,-325,1178,0,,,No Hit,,,,,,,,,,,,,,,,,
7730,540.92748,0.0689,670849.96,540.3236,541,0,-6,-324,1179,33,,O5 S2 ,,C,33,H,1,,,O,5,S,2,,,,,,,
7731,462.83299,0.0689,306176.83,462.3163,463,0,-14,-316,1180,0,,,No Hit,,,,,,,,,,,,,,,,,
7732,751.29731,0.0689,380139.94,750.4585,751,0,-6,-459,1181,35,,N2 O3 ,,C,53,H,39,N,2,O,3,,,,,,,,,
7733,207.17628,0.0689,1898885.34,206.945,207,0,-3,55,1182,0,,,No Hit,,,,,,,,,,,,,,,,,
7734,701.49995,0.0688,239084.25,700.7168,701,0,-13,283,1183,0,,,No Hit,,,,,,,,,,,,,,,,,
7735,666.88447,0.0687,287632.89,666.1399,667,0,-6,-140,1184,0,,,No Hit,,,,,,,,,,,,,,,,,
7736,693.49707,0.0687,574020.13,692.7228,693,0,-7,277,1185,0,,,No Hit,,,,,,,,,,,,,,,,,
7737,885.11518,0.0687,91768.83,884.127,885,0,-12,-127,1186,45,,N2 O6 S2 ,,C,56,H,25,N,2,O,6,S,2,,,,,,,
7738,563.2574,0.047,768805.65,562.6285,563,0,-11,371,1187,28,,N1 13C1 ,#, C,42,H,32,N,1,,,,,,,13C,1, ,,
7739,577.27305,0.0417,733229.01,576.6286,577,0,-11,371,1187,28,,N1 13C1 ,#, C,43,H,34,N,1,,,,,,,13C,1, ,,
7740,605.30427,0.0559,673553.74,604.6285,605,0,-11,372,1187,28,,N1 13C1 ,#, C,45,H,38,N,1,,,,,,,13C,1, ,,
7741,619.32,0.057,626790.88,618.6286,619,0,-11,371,1187,28,,N1 13C1 ,#, C,46,H,40,N,1,,,,,,,13C,1, ,,
7742,633.33564,0.055,634658.74,632.6286,633,0,-11,371,1187,28,,N1 13C1 ,#, C,47,H,42,N,1,,,,,,,13C,1, ,,
7743,647.3514,0.0524,492770.46,646.6287,647,0,-11,371,1187,28,,N1 13C1 ,#, C,48,H,44,N,1,,,,,,,13C,1, ,,
7744,661.36701,0.0563,620358.05,660.6286,661,0,-11,371,1187,28,,N1 13C1 ,#, C,49,H,46,N,1,,,,,,,13C,1, ,,
7745,675.38263,0.0476,544068.13,674.6286,675,0,-11,371,1187,28,,N1 13C1 ,#, C,50,H,48,N,1,,,,,,,13C,1, ,,
7746,689.3983,0.0687,550130.87,688.6286,689,0,-11,371,1187,28,,N1 13C1 ,#, C,51,H,50,N,1,,,,,,,13C,1, ,,
7747,717.42967,0.0623,512875.61,716.6287,717,0,-11,371,1187,28,,N1 13C1 ,#, C,53,H,54,N,1,,,,,,,13C,1, ,,
7748,731.44514,0.0637,492348.24,730.6285,731,0,-11,371,1187,28,,N1 13C1 ,#, C,54,H,56,N,1,,,,,,,13C,1, ,,
7749,745.46084,0.0657,516256.61,744.6286,745,0,-11,371,1187,28,,N1 13C1 ,#, C,55,H,58,N,1,,,,,,,13C,1, ,,
7750,759.47653,0.0526,502728.22,758.6286,759,0,-11,371,1187,28,,N1 13C1 ,#, C,56,H,60,N,1,,,,,,,13C,1, ,,
7751,773.4922,0.0511,376538.78,772.6286,773,0,-11,371,1187,28,,N1 13C1 ,#, C,57,H,62,N,1,,,,,,,13C,1, ,,
7752,787.50776,0.061,437498.09,786.6285,787,0,-11,371,1187,28,,N1 13C1 ,#, C,58,H,64,N,1,,,,,,,13C,1, ,,
7753,801.52344,0.0616,359167.27,800.6286,801,0,-11,371,1187,28,,N1 13C1 ,#, C,59,H,66,N,1,,,,,,,13C,1, ,,
7754,815.53908,0.0516,459133.49,814.6286,815,0,-11,371,1187,28,,N1 13C1 ,#, C,60,H,68,N,1,,,,,,,13C,1, ,,
7755,829.55456,0.0434,368813.45,828.6284,829,0,-11,372,1187,28,,N1 13C1 ,#, C,61,H,70,N,1,,,,,,,13C,1, ,,
7756,885.61741,0.0408,404754.3,884.6287,885,0,-11,371,1187,28,,N1 13C1 ,#, C,65,H,78,N,1,,,,,,,13C,1, ,,
7757,899.63304,0.0489,382058.1,898.6286,899,0,-11,371,1187,28,,N1 13C1 ,#, C,66,H,80,N,1,,,,,,,13C,1, ,,
7758,913.64875,0.0387,331079.7,912.6287,913,0,-11,371,1187,28,,N1 13C1 ,#, C,67,H,82,N,1,,,,,,,13C,1, ,,
7759,792.90798,0.0686,277654.38,792.0227,793,0,-6,-23,1188,0,,,No Hit,,,,,,,,,,,,,,,,,
7760,568.75971,0.0686,360192.62,568.1247,569,0,-6,-125,1189,0,,,No Hit,,,,,,,,,,,,,,,,,
7761,580.93857,0.0686,165863.96,580.29,581,0,-8,-290,1190,0,,,No Hit,,,,,,,,,,,,,,,,,
7762,733.2019,0.0685,152223.91,732.3833,733,0,-10,-383,1191,38,,O5 ,*, C,52,H,29,,,O,5,,,,,,,,,
7763,735.38707,0.0685,119080.81,734.566,735,0,-7,434,1192,23,,O3 S1 ,*, C,50,H,55,,,O,3,S,1,,,,,,,
7764,569.31735,0.0509,624902.76,568.6817,569,0,-5,318,1193,20,,N2 O2 ,,C,39,H,41,N,2,O,2,,,,,,,,,
7765,737.50518,0.0451,467672.12,736.6818,737,0,-5,318,1193,20,,N2 O2 ,,C,51,H,65,N,2,O,2,,,,,,,,,
7766,751.52078,0.0391,396559.38,750.6817,751,0,-5,318,1193,20,,N2 O2 ,,C,52,H,67,N,2,O,2,,,,,,,,,
7767,835.61459,0.0398,534262.37,834.6817,835,0,-5,318,1193,20,,N2 O2 ,,C,58,H,79,N,2,O,2,,,,,,,,,
7768,905.69288,0.0685,403456.74,904.6817,905,0,-5,318,1193,20,,N2 O2 ,,C,63,H,89,N,2,O,2,,,,,,,,,
7769,509.35957,0.0685,364038.27,508.7909,509,0,-9,209,1194,5,,N2 O6 ,,C,28,H,49,N,2,O,6,,,,,,,,,
7770,819.71441,0.0684,127994.36,818.7992,819,0,-7,201,1195,13,,N2 O1 ,,C,57,H,91,N,2,O,1,,,,,,,,,
7771,537.49509,0.0684,687678.43,536.895,537,0,-9,105,1196,0,,,No Hit,,,,,,,,,,,,,,,,,
7772,607.0166,0.0684,262152.74,606.3389,607,0,-10,-339,1197,0,,,No Hit,,,,,,,,,,,,,,,,,
7773,321.23539,0.0472,1098656.44,320.8767,321,0,-1,123,1198,0,,,No Hit,,,,,,,,,,,,,,,,,
7774,335.25102,0.0604,1227245.38,334.8767,335,0,-1,123,1198,0,,,No Hit,,,,,,,,,,,,,,,,,
7775,349.26667,0.0684,1073278.52,348.8767,349,0,-1,123,1198,0,,,No Hit,,,,,,,,,,,,,,,,,
7776,377.29795,0.06,1014248.16,376.8767,377,0,-1,123,1198,0,,,No Hit,,,,,,,,,,,,,,,,,
7777,391.31358,0.0542,1034784.23,390.8767,391,0,-1,123,1198,0,,,No Hit,,,,,,,,,,,,,,,,,
7778,405.32925,0.0538,1066165.16,404.8767,405,0,-1,123,1198,0,,,No Hit,,,,,,,,,,,,,,,,,
7779,419.34491,0.0495,900517.44,418.8767,419,0,-1,123,1198,0,,,No Hit,,,,,,,,,,,,,,,,,
7780,303.16649,0.0458,1290711.33,302.828,303,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7781,345.21338,0.045,1209072.8,344.828,345,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7782,359.22905,0.0485,1018524.02,358.828,359,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7783,373.2447,0.0684,1044176.19,372.828,373,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7784,401.276,0.0536,834149.93,400.828,401,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7785,415.29164,0.0593,947428.38,414.828,415,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7786,429.30725,0.058,906507.21,428.8279,429,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7787,443.32293,0.0397,897741.87,442.828,443,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7788,457.3386,0.0637,910959.56,456.828,457,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7789,471.35424,0.0407,604329.69,470.828,471,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7790,485.36991,0.068,792793.85,484.828,485,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7791,499.38558,0.0596,784530.21,498.828,499,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7792,513.40124,0.053,848903.94,512.8281,513,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7793,527.41691,0.0485,616733.44,526.8281,527,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7794,541.43251,0.0504,655020.11,540.828,541,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7795,555.44816,0.0582,712967.94,554.828,555,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7796,569.4638,0.0567,738253.41,568.828,569,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7797,583.47954,0.0493,582185.53,582.8281,583,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7798,597.49519,0.0526,596002.67,596.8281,597,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7799,611.51084,0.0499,539771.08,610.8281,611,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7800,625.52651,0.0516,673563.73,624.8281,625,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7801,639.54218,0.0514,659618.6,638.8282,639,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7802,653.5578,0.0459,548761.7,652.8281,653,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7803,667.57347,0.0489,623561.9,666.8282,667,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7804,681.58905,0.0452,563981.59,680.8281,681,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7805,695.60459,0.0393,585973.31,694.828,695,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7806,737.65164,0.0504,516426.79,736.8281,737,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7807,751.66726,0.0453,488692.28,750.8281,751,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7808,779.69854,0.0437,423679.72,778.828,779,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7809,793.71421,0.0429,562807.56,792.8281,793,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7810,807.72988,0.0477,564449.9,806.8281,807,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7811,821.74552,0.0387,448375.49,820.8281,821,0,-5,172,1199,0,,,No Hit,,,,,,,,,,,,,,,,,
7812,647.3729,0.0638,682083.45,646.6501,647,0,-11,350,1200,0,,,No Hit,,,,,,,,,,,,,,,,,
7813,857.60782,0.0683,312416.12,856.6503,857,0,-11,350,1200,0,,,No Hit,,,,,,,,,,,,,,,,,
7814,711.75532,0.0683,317467.67,710.9607,711,0,-3,39,1201,0,,,No Hit,,,,,,,,,,,,,,,,,
7815,557.21985,0.0683,367156.36,556.5977,557,0,-3,402,1202,0,,,No Hit,,,,,,,,,,,,,,,,,
7816,643.17229,0.0683,431004.28,642.4542,643,0,-2,-454,1203,0,,,No Hit,,,,,,,,,,,,,,,,,
7817,643.14085,0.0681,369241.84,642.4228,643,0,-2,-423,1204,29,,O3 S2 ,,C,42,H,27,,,O,3,S,2,,,,,,,
7818,532.64757,0.0681,235288.51,532.0529,533,0,-14,-53,1205,0,,,No Hit,,,,,,,,,,,,,,,,,
7819,875.59019,0.0681,191228.66,874.6126,875,0,-7,387,1206,0,,,No Hit,,,,,,,,,,,,,,,,,
7820,697.47495,0.0681,197825.78,696.6962,697,0,-3,304,1207,0,,,No Hit,,,,,,,,,,,,,,,,,
7821,751.31742,0.0681,219055.81,750.4786,751,0,-6,-479,1208,30,,N2 O5 ,,C,50,H,43,N,2,O,5,,,,,,,,,
7822,451.37745,0.0681,868819.28,450.8735,451,0,-11,126,1209,0,,,No Hit,,,,,,,,,,,,,,,,,
7823,633.58109,0.0473,573923.1,632.8737,633,0,-11,126,1209,0,,,No Hit,,,,,,,,,,,,,,,,,
7824,905.67561,0.0681,195549.19,904.6645,905,0,-5,336,1210,20,,N2 S1 ,,C,63,H,89,N,2,,,S,1,,,,,,,
7825,579.56105,0.0681,562477.51,578.914,579,0,-9,86,1211,0,,,No Hit,,,,,,,,,,,,,,,,,
7826,192.23094,0.068,2713570.03,192.0163,193,0,-4,-16,1212,0,,,No Hit,,,,,,,,,,,,,,,,,
7827,819.55789,0.068,543702.08,818.6429,819,0,-7,357,1213,16,,O1 S2 ,*, C,55,H,79,,,O,1,S,2,,,,,,,
7828,857.10797,0.068,99402.39,856.151,857,0,-12,-151,1214,63,,N2 ,*, C,68,H,13,N,2,,,,,,,,,,,
7829,462.83703,0.068,309788.92,462.3203,463,0,-14,-320,1215,0,,,No Hit,,,,,,,,,,,,,,,,,
7830,276.68488,0.0679,1473381.09,276.376,277,0,-4,-376,1216,0,,,No Hit,,,,,,,,,,,,,,,,,
7831,851.10219,0.0678,394765.48,850.152,851,0,-4,-152,1217,41,,O5 S3 ,,C,54,H,27,,,O,5,S,3,,,,,,,
7832,705.45863,0.0529,581886.15,704.671,705,0,-9,329,1218,7,,O5 S2 ,,C,41,H,69,,,O,5,S,2,,,,,,,
7833,719.47423,0.0574,544025.53,718.671,719,0,-9,329,1218,7,,O5 S2 ,,C,42,H,71,,,O,5,S,2,,,,,,,
7834,733.48998,0.0678,489193.43,732.6711,733,0,-9,329,1218,7,,O5 S2 ,,C,43,H,73,,,O,5,S,2,,,,,,,
7835,869.60275,0.0511,399111.02,868.6319,869,0,-13,368,1219,28,,HC,*, C,66,H,77,,,,,,,,,,,,,
7836,883.61842,0.0678,352212.62,882.6319,883,0,-13,368,1219,28,,HC,*, C,67,H,79,,,,,,,,,,,,,
7837,911.64994,0.0473,137350.28,910.6321,911,0,-13,368,1219,28,,HC,*, C,69,H,83,,,,,,,,,,,,,
7838,613.13628,0.0678,490277.72,612.4517,613,0,-4,-452,1220,0,,,No Hit,,,,,,,,,,,,,,,,,
7839,803.32355,0.0678,145979.42,802.4267,803,0,-10,-427,1221,27,,O4 S2 ,*, C,52,H,51,,,O,4,S,2,,,,,,,
7840,579.56776,0.0677,326565.45,578.9207,579,0,-9,79,1222,0,,,No Hit,,,,,,,,,,,,,,,,,
7841,563.48758,0.0583,493191.37,562.8585,563,0,-11,142,1223,3,,O2 S1 ,,C,36,H,67,,,O,2,S,1,,,,,,,
7842,787.73784,0.0677,233273.79,786.8584,787,0,-11,142,1223,3,,O2 S1 ,,C,52,H,99,,,O,2,S,1,,,,,,,
7843,607.03448,0.0676,110640.1,606.3568,607,0,-10,-357,1224,24,,O6 S3 ,,C,33,H,19,,,O,6,S,3,,,,,,,
7844,733.21168,0.0676,436176.86,732.3931,733,0,-10,-393,1225,23,,O5 S3 ,,C,43,H,41,,,O,5,S,3,,,,,,,
7845,450.78364,0.0676,787111.96,450.2804,451,0,-12,-280,1226,0,,,No Hit,,,,,,,,,,,,,,,,,
7846,655.35811,0.0378,558880.83,654.6264,655,0,-3,374,1227,25,,O2 ,*, C,48,H,47,,,O,2,,,,,,,,,
7847,739.45198,0.0676,545859.64,738.6264,739,0,-3,374,1227,25,,O2 ,*, C,54,H,59,,,O,2,,,,,,,,,
7848,767.48342,0.0416,538951.81,766.6266,767,0,-3,373,1227,25,,O2 ,*, C,56,H,63,,,O,2,,,,,,,,,
7849,485.3536,0.0414,684783.28,484.8117,485,0,-5,188,1228,12,,N2 O1 ,,C,33,H,45,N,2,O,1,,,,,,,,,
7850,527.40069,0.039,667512.49,526.8119,527,0,-5,188,1228,12,,N2 O1 ,,C,36,H,51,N,2,O,1,,,,,,,,,
7851,555.43198,0.0522,703450.58,554.8119,555,0,-5,188,1228,12,,N2 O1 ,,C,38,H,55,N,2,O,1,,,,,,,,,
7852,569.44751,0.0676,618771,568.8117,569,0,-5,188,1228,12,,N2 O1 ,,C,39,H,57,N,2,O,1,,,,,,,,,
7853,597.4789,0.0476,655974.49,596.8118,597,0,-5,188,1228,12,,N2 O1 ,,C,41,H,61,N,2,O,1,,,,,,,,,
7854,611.49464,0.0479,671635.24,610.8119,611,0,-5,188,1228,12,,N2 O1 ,,C,42,H,63,N,2,O,1,,,,,,,,,
7855,625.51033,0.0442,660393.3,624.812,625,0,-5,188,1228,12,,N2 O1 ,,C,43,H,65,N,2,O,1,,,,,,,,,
7856,313.17277,0.0439,1244221.46,312.8231,313,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7857,327.18841,0.0501,1092467.36,326.8231,327,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7858,341.20408,0.05,1218670.85,340.8231,341,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7859,355.21972,0.0658,1144962.22,354.8231,355,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7860,369.23535,0.0675,1093874.93,368.8231,369,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7861,411.28232,0.0505,915949.82,410.8231,411,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7862,425.29796,0.044,877199.91,424.8231,425,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7863,453.32928,0.0397,922763.93,452.8232,453,0,-9,177,1229,0,,,No Hit,,,,,,,,,,,,,,,,,
7864,629.44765,0.0675,573534.98,628.7449,629,0,-1,255,1230,17,,N2 O1 ,,C,44,H,57,N,2,O,1,,,,,,,,,
7865,352.65279,0.0674,179556.55,352.2591,353,0,-12,-259,1231,0,,,No Hit,,,,,,,,,,,,,,,,,
7866,869.3319,0.0674,271637.4,868.3613,869,0,-14,-361,1232,34,,S3 ,,C,60,H,53,,,,,S,3,,,,,,,
7867,607.01268,0.0673,452454.75,606.335,607,0,-10,-335,1233,0,,,No Hit,,,,,,,,,,,,,,,,,
7868,524.60946,0.0401,430556.11,524.0238,525,0,-8,-24,1234,0,,,No Hit,,,,,,,,,,,,,,,,,
7869,762.87559,0.0673,271766.89,762.0239,763,0,-8,-24,1234,0,,,No Hit,,,,,,,,,,,,,,,,,
7870,352.6368,0.0672,1023541.47,352.2431,353,0,-12,-243,1235,0,,,No Hit,,,,,,,,,,,,,,,,,
7871,845.21409,0.0671,197472.14,844.2704,845,0,-10,-270,1236,0,,,No Hit,,,,,,,,,,,,,,,,,
7872,911.64675,0.067,271033.68,910.6289,911,0,-13,371,1237,24,,N2 O2 ,,C,64,H,83,N,2,O,2,,,,,,,,,
7873,523.41496,0.067,120597.78,522.8306,523,0,-9,169,1238,0,,,No Hit,,,,,,,,,,,,,,,,,
7874,787.76081,0.067,124027.44,786.8813,787,0,-11,119,1239,0,,,No Hit,,,,,,,,,,,,,,,,,
7875,666.88871,0.067,261081.1,666.1442,667,0,-6,-144,1240,0,,,No Hit,,,,,,,,,,,,,,,,,
7876,607.02542,0.067,852944.22,606.3477,607,0,-10,-348,1241,38,,O1 S2 ,*, C,43,H,11,,,O,1,S,2,,,,,,,
7877,416.76752,0.0669,179677.19,416.3022,417,0,-4,-302,1242,0,,,No Hit,,,,,,,,,,,,,,,,,
7878,502.94312,0.0669,273248.34,502.3816,503,0,-2,-382,1243,0,,,No Hit,,,,,,,,,,,,,,,,,
7879,490.764,0.0669,587917.82,490.2161,491,0,-14,-216,1244,0,,,No Hit,,,,,,,,,,,,,,,,,
7880,658.95194,0.0524,443941.66,658.2163,659,0,-14,-216,1244,0,,,No Hit,,,,,,,,,,,,,,,,,
7881,529.14842,0.0669,245628.99,528.5576,529,0,-3,442,1245,22,,O4 S1 ,,C,34,H,25,,,O,4,S,1,,,,,,,
7882,607.02641,0.0668,744151.19,606.3487,607,0,-10,-349,1246,0,,,No Hit,,,,,,,,,,,,,,,,,
7883,721.53751,0.0421,400104.4,720.7319,721,0,-7,268,1247,0,,,No Hit,,,,,,,,,,,,,,,,,
7884,749.56882,0.0409,458102.1,748.732,749,0,-7,268,1247,0,,,No Hit,,,,,,,,,,,,,,,,,
7885,777.59991,0.0668,525197.28,776.7318,777,0,-7,268,1247,0,,,No Hit,,,,,,,,,,,,,,,,,
7886,903.74069,0.0398,160009.47,902.7317,903,0,-7,268,1247,0,,,No Hit,,,,,,,,,,,,,,,,,
7887,459.27842,0.0668,808258.58,458.7657,459,0,-3,234,1248,3,,O6 S1 ,,C,24,H,43,,,O,6,S,1,,,,,,,
7888,857.10318,0.0668,99039.1,856.1463,857,0,-12,-146,1249,54,,O6 ,*, C,62,H,17,,,O,6,,,,,,,,,
7889,709.18074,0.0668,456741.68,708.389,709,0,-6,-389,1250,41,,O3 ,*, C,53,H,25,,,O,3,,,,,,,,,
7890,523.47332,0.0667,296349.92,522.8889,523,0,-9,111,1251,2,,O4 ,,C,33,H,63,,,O,4,,,,,,,,,
7891,462.98809,0.0667,480530.24,462.4712,463,0,-14,-471,1252,0,,,No Hit,,,,,,,,,,,,,,,,,
7892,735.39087,0.0667,149955.47,734.5698,735,0,-7,430,1253,18,,O3 S2 ,*, C,47,H,59,,,O,3,S,2,,,,,,,
7893,897.60921,0.0667,443492.61,896.6071,897,0,-13,393,1254,29,,N2 ,,C,66,H,77,N,2,,,,,,,,,,,
7894,471.37363,0.0667,806991.56,470.8474,471,0,-5,153,1255,0,,,No Hit,,,,,,,,,,,,,,,,,
7895,601.04663,0.0666,358240.95,600.3756,601,0,-2,-376,1256,36,,N2 O6 ,,C,39,H,9,N,2,O,6,,,,,,,,,
7896,601.37028,0.0666,645647.88,600.6989,601,0,-1,301,1257,0,,,No Hit,,,,,,,,,,,,,,,,,
7897,699.47974,0.0522,453829.3,698.6988,699,0,-1,301,1257,0,,,No Hit,,,,,,,,,,,,,,,,,
7898,727.51088,0.0426,132044.21,726.6987,727,0,-1,301,1257,0,,,No Hit,,,,,,,,,,,,,,,,,
7899,741.52661,0.0412,138231.35,740.6987,741,0,-1,301,1257,0,,,No Hit,,,,,,,,,,,,,,,,,
7900,502.92131,0.0666,379045.6,502.3598,503,0,-2,-360,1258,0,,,No Hit,,,,,,,,,,,,,,,,,
7901,416.75675,0.0666,151147.81,416.2915,417,0,-4,-291,1259,0,,,No Hit,,,,,,,,,,,,,,,,,
7902,885.75793,0.0666,172268.24,884.769,885,0,-11,231,1260,0,,,No Hit,,,,,,,,,,,,,,,,,
7903,661.46223,0.0666,208451.43,660.7237,661,0,-11,276,1261,16,,O3 ,*, C,46,H,61,,,O,3,,,,,,,,,
7904,689.49363,0.0458,129025.38,688.7238,689,0,-11,276,1261,16,,O3 ,*, C,48,H,65,,,O,3,,,,,,,,,
7905,614.68821,0.0665,186097.31,614.0019,615,0,-2,-2,1262,0,,,No Hit,,,,,,,,,,,,,,,,,
7906,753.59464,0.0665,622246.21,752.7533,753,0,-3,247,1263,13,,N2 O3 ,,C,50,H,77,N,2,O,3,,,,,,,,,
7907,703.51508,0.0665,272094.19,702.7296,703,0,-11,270,1264,0,,,No Hit,,,,,,,,,,,,,,,,,
7908,879.37874,0.0665,501053.11,878.397,879,0,-4,-397,1265,21,,O6 S3 ,,C,52,H,63,,,O,6,S,3,,,,,,,
7909,787.72554,0.0663,71780.93,786.8461,787,0,-11,154,1266,0,,,No Hit,,,,,,,,,,,,,,,,,
7910,891.64796,0.0663,115204.52,890.6525,891,0,-5,348,1267,26,,N2 13C2 ,#, C,63,H,81,N,2,,,,,,,13C,2, ,,
7911,462.8985,0.0662,797591.99,462.3817,463,0,-14,-382,1268,0,,,No Hit,,,,,,,,,,,,,,,,,
7912,589.36095,0.0662,590722.24,588.703,589,0,-13,297,1269,0,,,No Hit,,,,,,,,,,,,,,,,,
7913,905.66439,0.0662,185167.23,904.6533,905,0,-5,347,1270,20,,O1 S1 ,,C,64,H,89,,,O,1,S,1,,,,,,,
7914,537.37947,0.0431,826599.43,536.7795,537,0,-9,220,1271,0,,,No Hit,,,,,,,,,,,,,,,,,
7915,705.56722,0.0662,638937.76,704.7795,705,0,-9,221,1271,0,,,No Hit,,,,,,,,,,,,,,,,,
7916,462.82243,0.0661,611256,462.3057,463,0,-14,-306,1272,0,,,No Hit,,,,,,,,,,,,,,,,,
7917,777.67807,0.0661,136767.58,776.8098,777,0,-7,190,1273,0,,,No Hit,,,,,,,,,,,,,,,,,
7918,819.72525,0.0457,499936.63,818.8101,819,0,-7,190,1273,0,,,No Hit,,,,,,,,,,,,,,,,,
7919,734.99617,0.0661,505565.85,734.1756,735,0,-8,-176,1274,47,,O6 S1 ,,C,50,H,7,,,O,6,S,1,,,,,,,
7920,489.50689,0.0454,751575.72,488.9604,489,0,-1,40,1275,0,,,No Hit,,,,,,,,,,,,,,,,,
7921,671.7102,0.0661,424259,670.9603,671,0,-1,40,1275,0,,,No Hit,,,,,,,,,,,,,,,,,
7922,507.12458,0.0661,877074.81,506.5584,507,0,-11,442,1276,24,,S2 ,,C,35,H,23,,,,,S,2,,,,,,,
